\ The Herschel Orion Protostar Survey (HOPS)
\ PI: S. Thomas Megeath
\ Catalog of positions of HOPS sources
\ version 1 (April 2016)
\ HOPS_ID
\ ___ HOPS number of object
\ ra (degrees)
\ ___ Right Ascension (J2000)
\ dec (degrees)
\ ___ Declination (J2000)
\fixlen = T
| HOPS_ID      | ra          | dec          |
|char          |double       |double        |
|              | degrees     | degrees      |
|              |             |              |
  173            84.10849      -6.41811      
  174            84.10773      -6.41631      
  175            84.10026      -6.41526      
  176            84.09826      -6.41432      
  177            83.95840      -6.58150      
  178            84.10253      -6.37814      
  179            84.09100      -6.39162      
  180            84.24745      -6.17100      
  181            84.08126      -6.37010      
  182            84.07847      -6.36951      
  183            84.07442      -6.37447      
  184            84.05394      -6.39184      
  185            84.15409      -6.24944      
  186            83.94699      -6.43743      
  187            83.96224      -6.37875      
  188            83.87425      -6.44949      
  189            83.87872      -6.44225      
  190            83.86874      -6.45050      
  191            84.07192      -6.18639      
  192            84.13520      -6.02117      
  193            84.12613      -6.02150      
  194            83.96667      -6.16718      
  195            84.00024      -6.12060      
  196            83.83714      -6.30620      
  197            83.56618      -6.57575      
  198            83.84240      -6.21840      
  199            83.66610      -6.42060      
  200            83.88838      -6.10268      
  201            83.52893      -6.53555      
  202            83.43300      -6.22951      
  203            84.09516      -6.76839      
  204            85.79243      -8.76886      
  205            85.76201      -8.79705      
  206            85.78025      -8.74197      
  207            85.66074      -8.83849      
  208            85.71965      -8.73686      
  209            85.72037      -8.69477      
  210            85.74279      -8.63483      
  211            85.74316      -8.62874      
  212            85.74328      -8.62822      
  213            85.70039      -8.66897      
  214            85.69677      -8.61016      
  215            85.78993      -8.49087      
  216            85.73140      -8.54674      
  217            85.79648      -8.40559      
  218            85.79124      -8.22319      
  219            85.37187      -8.71785      
  220            85.37408      -8.71278      
  221            85.69605      -8.28527      
  222            85.36117      -8.70681      
  223            85.70192      -8.27624      
  224            85.38344      -8.66937      
  225            85.37644      -8.67155      
  226            85.37525      -8.66928      
  227            85.38471      -8.63209      
  228            85.39238      -8.59103      
  229            85.69736      -8.16910      
  230            85.62833      -8.15146      
  231            85.11890      -8.54863      
  232            85.39769      -8.13958      
  233            85.46796      -8.02277      
  234            85.45812      -8.02403      
  235            85.35560      -8.09856      
  236            85.37586      -8.06154      
  237            85.37072      -8.05718      
  238            85.36099      -8.05350      
  239            85.36275      -8.01521      
  240            85.35820      -8.02107      
  241            85.35999      -8.01726      
  242            85.20215      -8.18582      
  243            85.25693      -8.11244      
  244            85.25831      -8.10052      
  245            85.34525      -7.98221      
  246            85.19632      -8.16328      
  247            85.35925      -7.94767      
  248            85.34206      -7.96750      
  249            85.22024      -8.09688      
  250            85.20351      -8.11590      
  251            85.22505      -8.08695      
  252            85.20800      -8.10230      
  253            85.36987      -7.89750      
  254            85.35215      -7.91869      
  255            85.21070      -8.09686      
  256            85.18857      -8.11171      
  257            85.33281      -7.92961      
  258            85.35296      -7.90235      
  259            85.08699      -8.23200      
  260            85.08080      -8.23788      
  261            85.32869      -7.92474      
  262            85.34986      -7.89499      
  263            85.34868      -7.89632      
  264            85.24628      -8.00397      
  265            85.33467      -7.88629      
  266            85.29921      -7.89328      
  267            85.33192      -7.84473      
  268            85.15970      -8.01000      
  269            85.36255      -7.70940      
  270            85.16889      -7.91106      
  271            85.18318      -7.82512      
  272            85.08553      -7.94434      
  273            85.08699      -7.94020      
  274            85.08631      -7.91659      
  275            85.15144      -7.81861      
  276            85.17880      -7.75053      
  277            85.18483      -7.73797      
  278            85.08479      -7.85415      
  279            85.07413      -7.80722      
  280            85.06222      -7.81353      
  281            85.10258      -7.71896      
  282            85.10870      -7.62556      
  283            85.18612      -7.49846      
  284            84.71451      -8.02429      
  285            85.02459      -7.49247      
  286            84.99458      -7.52003      
  287            85.03659      -7.45769      
  288            84.98310      -7.50777      
  289            84.98647      -7.50169      
  290            84.98922      -7.49261      
  291            84.99153      -7.48265      
  292            84.47868      -7.68898      
  293            85.24538      -7.80057      
  294            85.21548      -2.44684      
  295            85.37060      -2.38871      
  296            85.32155      -2.30212      
  297            85.34697      -2.29327      
  298            85.40489      -2.28806      
  299            85.43577      -2.26841      
  300            85.35088      -2.26845      
  301            85.43656      -2.26536      
  302            85.09339      -2.26102      
  303            85.51091      -2.12936      
  304            85.44142      -1.94059      
  305            85.43907      -1.86577      
  306            85.76298      -1.80128      
  307            85.30771      -1.78441      
  308            85.80823      -1.71951      
  309            85.69733      -1.41305      
  310            85.61532      -1.33361      
  311            85.76267      -1.27470      
  312            85.77377      -1.26508      
  313            85.25316      -1.15294      
  314            86.65049      -0.34144      
  315            86.51513      -0.24699      
  316            86.53038      -0.22306      
  317            86.53580      -0.17737      
  318            86.55626      -0.14870      
  319            86.55416      -0.13746      
  320            86.55919      -0.09079      
  321            86.63819      0.00062       
  322            86.69372      0.00448       
  323            86.69870      0.00703       
  324            86.65643      0.00944       
  325            86.66355      0.02082       
  326            86.66493      0.07128       
  327            86.61391      0.14769       
  328            86.55608      0.17590       
  329            86.75669      0.29969       
  330            86.71404      0.32983       
  331            86.61800      0.33039       
  332            86.88207      0.33912       
  333            86.84535      0.34954       
  334            86.70219      0.35784       
  335            86.77442      0.37746       
  336            86.50950      0.39187       
  337            86.72958      0.39294       
  338            86.73893      0.39729       
  339            86.47331      0.42425       
  340            86.75538      0.43931       
  341            86.75414      0.43951       
  342            86.98786      0.59094       
  343            86.99596      0.59246       
  344            86.85302      0.62644       
  345            86.91240      0.64343       
  346            86.92911      0.68264       
  347            86.81622      0.35661       
  348            86.75112      0.34376       
  349            83.85916      -5.14260      
  350            83.87585      -5.13857      
  351            83.88091      -5.07974      
  352            83.86169      -5.06749      
  353            88.55559      1.71753       
  354            88.60105      1.73872       
  355            84.32117      -6.83037      
  356            85.53407      -1.44376      
  357            85.41291      -1.86874      
  358            86.53013      -0.22497      
  359            86.85336      0.34997       
  360            86.86287      0.34254       
  361            86.76990      0.36191       
  362            84.15051      -6.64775      
  363            86.67966      0.01457       
  364            86.90239      0.33505       
  365            86.79423      0.35393       
  366            86.76659      0.36959       
  367            88.65108      1.89834       
  368            83.85302      -5.17506      
  369            83.86238      -5.17143      
  370            83.86512      -5.15930      
  371            83.79340      -5.92803      
  372            85.35976      -2.30556      
  373            86.62785      -0.04314      
  374            85.35608      -7.92193      
